cell_idx,cell_name,Apelin signaling pathway,Axon guidance,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Calcium signaling pathway,cAMP signaling pathway,Cardiac muscle contraction,Cellular senescence,Chemokine signaling pathway,Cholinergic synapse,ErbB signaling pathway,Estrogen signaling pathway,Focal adhesion,Gap junction,GnRH secretion,"Growth hormone synthesis, secretion and action",Insulin secretion,JAK-STAT signaling pathway,MAPK signaling pathway,Melanogenesis,Natural killer cell mediated cytotoxicity,Oxidative phosphorylation,Phospholipase D signaling pathway,PI3K-Akt signaling pathway,Protein digestion and absorption,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Serotonergic synapse,Signaling pathways regulating pluripotency of stem cells,Taste transduction,Th17 cell differentiation,Thermogenesis,Thyroid hormone signaling pathway,Wnt signaling pathway
710,KYSE-520,0.182913878,0.220470236,-0.069982443,0.024457778,0.1979913,0.143571347,0.135225978,0.032094135,0.107113084,0.131530959,0.148650961,0.239434474,0.232473758,0.180957562,0.116951285,0.104653589,0.143386864,0.178523359,0.141838462,0.201164816,0.065235965,-0.152180297,0.169048816,0.200652661,0.320121517,0.189272062,0.140505936,0.169558613,0.1810725,0.192513122,0.181616955,0.205035823,0.152566373,0.163057925,0.040429023,-0.127883798,0.144794394,0.138096238
711,KYSE-510,0.043857279,0.122838752,0.014991801,0.125650105,-0.006734971,0.024739138,0.035074066,0.123984975,0.048183226,-0.052641216,0.051466668,0.184139956,0.123235628,0.049172116,-0.05555032,0.025146327,-0.067254508,0.051704452,0.101042124,0.145852832,0.058165607,0.216768334,0.031457909,0.135497094,0.090888014,0.085875538,0.016649353,0.103425939,0.046921576,0.069361351,0.096496499,0.021214128,0.167199621,-0.016896075,0.048287376,0.177189487,0.080450208,0.133864786
712,KYSE-450,0.105000293,-0.000879354,-0.093440261,0.006154198,-0.059507926,-0.084681764,0.027663656,0.070877304,-0.038071423,-0.011805733,0.130680814,0.040850664,0.024735519,0.05689251,-0.142365429,0.060248287,-0.030572565,0.002849979,0.020850916,0.161976538,-0.054760226,0.359516046,0.007937858,0.053448001,-0.035039956,0.014626821,-0.025598297,0.043494321,-0.028172735,0.057564177,-0.12804442,-0.097358683,0.105931798,-0.149553118,-0.088906632,0.248165161,0.091242651,0.121253811
713,KYSE-410,0.106331208,0.220554317,-0.038330088,0.059258049,0.098151032,0.094979828,0.042080314,0.156976271,0.058635724,0.013456537,0.07278247,0.152363258,0.171179537,0.194367118,-0.023799354,0.030069313,0.027541123,0.069943483,0.162912411,0.11027435,0.089964448,-0.167777032,0.086619225,0.135909109,0.074146533,0.135643427,0.1253238,0.146114051,0.034253199,0.079558605,0.08996578,0.167909553,0.116944664,0.174329119,-0.006848544,-0.050761493,0.121885003,0.106963219
714,KYSE-270,0.125600884,0.238813899,0.007789347,0.039348557,0.256027966,0.23257845,0.186219957,-0.062837036,0.128472452,0.25132174,-0.023888714,0.192852926,0.200760197,0.192547908,0.245771174,0.095793365,0.270740375,0.196688526,0.15972954,0.273909751,0.211007722,-0.263272743,0.1300711,0.23072194,0.408414335,0.224521866,0.134817161,0.116692137,0.237917676,0.16577205,0.194661604,0.297473945,0.259059706,0.312367844,0.203313727,-0.1617882,0.075618906,0.266159662
715,KYSE-180,0.085410577,0.084396821,0.104293335,-0.006093482,0.075120717,0.01831672,-0.023731325,0.169554311,0.030748429,-0.027102437,0.001515976,0.124304219,0.09984429,0.128426063,-0.091673015,-0.029472939,-0.048079627,0.079951675,0.093639814,0.147439091,0.004973722,0.029485176,0.00301456,0.110155378,0.109969631,0.123842115,0.045462535,0.148114825,0.047711521,0.058595998,-0.029624002,0.036888883,0.164157099,-0.005930434,0.030601973,0.013061012,0.061562966,0.18083266
716,KYSE-150,0.087965641,0.106327947,0.009492007,0.142188656,-0.056371485,-0.009068898,-0.032592896,0.156463788,-0.006529804,-0.063632917,0.104005459,0.032404978,0.104137943,-0.001771882,-0.066339928,0.023754342,-0.103024079,0.025041586,0.144365936,0.091014815,-0.012593671,0.139705304,0.021626395,0.084567777,-0.070520354,0.100520499,0.105483684,0.128289174,-0.00908664,0.08311707,-0.103499976,-0.030073639,0.062057271,-0.056920002,0.050019166,0.111918409,0.043976585,0.111993082
717,KYSE-140,0.080406022,0.18331785,-0.037963997,-0.02847246,0.125542622,0.107757614,0.213252445,0.042511272,0.091769388,0.112799252,-0.055020934,0.13259923,0.136931563,0.169520391,0.080808845,0.05140829,0.096934383,0.145640573,0.116607605,0.204844223,0.113379437,0.141266477,0.073662236,0.181138742,0.261606314,0.172855222,0.119204599,0.13372747,-0.011940052,0.123738852,0.064902235,0.086940728,0.226314312,0.18145373,-0.018180355,0.070440793,0.068692189,0.19898747
718,KU-19-19,0.159108844,0.258804441,0.014747439,0.101838739,0.203995762,0.202444809,0.238790768,0.056378568,0.102868995,0.132063315,0.044852489,0.199440185,0.250491465,0.220203892,0.10691417,0.056258475,0.23901547,0.038998083,0.155187922,0.172472194,0.109684765,-0.134589811,0.130554911,0.17560435,0.275962542,0.241466961,0.172443213,0.153375415,0.156401093,0.133200813,0.206284195,0.184775567,0.073015725,0.223044235,0.087368443,-0.013143286,0.118704572,0.095894097
719,KOPN-8,0.176520792,0.008654074,0.498500583,0.296580251,0.082264832,0.084070885,0.102343834,0.306228382,0.24876132,0.189619064,0.142596961,0.070757847,-0.010785266,0.132431386,0.042533885,0.149165542,0.031799608,0.133455184,0.127759131,0.039949052,0.311326408,0.246188213,0.156014581,0.128557901,-0.08260444,0.117880389,0.116870383,0.187863487,0.139712453,0.119878745,0.10577756,0.084377804,0.019124842,-0.078328826,0.358973781,0.240367442,0.215822617,0.058979319
720,JJN-3,0.048946316,0.011592956,0.251530108,0.13894031,-0.011065601,-0.004247778,0.008453744,0.251632219,0.164145237,0.035220953,0.054097286,0.01555775,-0.025712696,-0.009316405,0.037988331,0.097974462,-0.039162005,0.12748681,0.081784256,0.021579219,0.196042818,0.264731432,0.036422598,0.042573395,-0.026449882,0.052554842,0.038769226,0.021497758,0.027444539,0.002674712,-0.054041442,-0.028247331,0.073734009,0.012112688,0.309920247,0.240054852,0.039430103,0.039952684
721,JIMT-1,0.096062295,0.210399101,0.096545146,0.147152299,0.108136163,0.146804893,0.204684897,0.206947461,0.099870669,0.071596405,0.259212538,0.192255526,0.223358295,0.116383956,0.104706525,0.152405824,0.143370554,0.084230831,0.208802924,0.161075561,0.189552159,0.240018488,0.123194839,0.139679568,0.056784425,0.156851912,0.145354117,0.212652713,0.189546858,0.186321781,0.138562078,0.065990714,0.116404795,0.041331319,0.041645355,0.140202603,0.158361283,0.16129381
722,JEKO-1,0.16870898,-0.054704206,0.430987343,0.210540333,0.108747919,0.041867631,0.092639252,0.219314074,0.167721112,0.144677822,0.04759348,0.031727257,-0.029396485,0.094777461,0.195338014,0.111790842,0.078515852,0.176416664,0.043159884,0.101056245,0.253459902,0.31762674,0.054715869,0.093511433,-0.083605906,-0.013251855,0.068949461,0.028449875,0.081521248,0.066590849,0.077898033,0.076844549,0.053633462,-0.000304692,0.306370562,0.246583689,0.146548097,0.168599074
723,JAR,0.080036695,0.022771869,0.140466711,0.088777876,0.081947424,0.120442069,0.211039964,0.096703808,0.119183446,0.019562371,0.081873607,0.144737959,0.166690406,0.125753856,0.189281069,0.075065418,0.043813764,0.12487219,0.060738248,0.161140331,0.08172228,0.361097398,0.092946679,0.105598789,0.164285185,0.147034739,0.14073809,0.158626065,0.083279088,0.075683058,0.058112325,0.063080578,0.153420138,0.078760333,0.001980189,0.166506642,0.153728437,0.119186931
724,FU-OV-1,0.14818009,0.195061942,0.112500984,0.108781051,0.021471908,0.073962957,0.124901031,0.185235549,0.069287539,0.078107861,0.196796832,0.085253984,0.252719327,0.234413813,0.147762265,0.180210561,0.048304563,0.050067803,0.073471731,0.118248813,0.04056959,0.177632447,0.082449877,0.161069935,0.25767182,0.166634043,0.116443566,0.172295677,0.156296757,0.148673481,0.089534775,0.111239059,0.199573219,-0.003066036,0.015227337,0.137952572,0.172549594,0.131925689
725,FLO-1,0.149449237,0.154181972,0.153137361,0.242133505,0.039630992,0.105024243,0.059515496,0.364316092,0.140308496,0.130906032,0.185470604,0.104069995,0.160037599,0.125556336,0.202346322,0.174399143,-0.044111478,0.143536947,0.194142589,0.075458449,0.142781099,0.068725091,0.086255785,0.092663096,-0.078118061,0.143578926,0.117304953,0.178545675,0.012294123,0.120280525,-0.016799081,-0.005438625,0.170214467,-0.000184095,0.140385447,0.114786222,0.245232814,0.181830371
726,EVSA-T,0.054635783,0.060318198,-0.015729356,0.001485842,-0.015194667,0.066926784,0.086615563,0.027978961,-0.025767367,0.014564343,0.068401506,0.093310643,-0.047190609,-0.005585423,0.085215496,0.132761445,0.09753043,-0.033210257,0.066358601,0.16970791,-0.058873628,0.360376734,0.027224585,0.013348543,-0.108203954,0.05456792,0.017335602,-0.020780902,0.133239657,0.061051222,0.06657632,0.069289489,0.136690273,0.046001899,-0.078430321,0.242032355,0.082395458,0.081447501
727,ESS-1,0.183599579,0.147276014,0.047315717,0.242450702,0.053379868,0.074099211,-0.017438094,0.280806923,0.158219195,0.094157248,0.152218741,0.087186148,0.296318368,0.123175425,0.082736288,0.146570806,0.014291361,0.234109499,0.137491315,0.080934842,0.155364454,-0.075753719,0.047952809,0.199869292,0.165826206,0.182743555,0.121204876,0.287643241,0.055395703,0.220489951,0.128047189,0.078685009,0.159343131,-0.057352603,0.155909038,-0.023157091,0.154726481,0.099798024
728,EPLC-272H,0.080878134,0.120995974,0.081574661,0.187173292,0.076132276,0.0634645,0.071785873,0.192806745,0.154316885,0.048824039,0.072189475,0.150733246,0.187693291,0.045923279,-0.088858067,0.027907175,0.066600676,0.171059102,0.170127325,0.080458627,0.184973543,0.092863448,0.053068171,0.153945357,0.143031583,0.100576008,0.105112396,0.199293156,-0.073372855,0.141257254,-0.000116768,0.076817578,0.172256734,0.014644004,0.189386576,0.023180461,0.022477622,0.175877081
729,EN,0.030800189,0.018853719,-0.119644999,-0.1099623,0.008146907,0.009689836,0.154934236,-0.013583263,-0.034918594,0.023183037,0.015518455,-0.04803359,-0.031677286,0.07679671,0.052529883,0.057722907,0.060438175,-0.029337475,0.016986474,0.10322294,-0.118010683,0.165181007,-0.008299791,-0.030537209,0.064695793,0.035792637,-0.013194184,0.062967217,-0.122058743,-0.020731588,-0.136224887,0.034050451,0.151162089,0.039371081,-0.103919931,0.102012494,0.106134793,0.13908399
730,EM-2,0.006911784,-0.093165436,0.29335421,0.197115391,-0.018778524,-0.022896332,-0.150580974,0.202593067,0.172125264,0.049570251,0.113791564,0.011719265,-0.071268366,-0.001353478,0.070247259,0.139693462,-0.008495145,0.134605658,0.058428112,-0.076358051,0.276606431,-0.067269644,0.141799044,0.010765267,-0.136141055,0.012272514,0.053289286,-0.006185757,0.071564911,0.022738437,0.031823883,-0.006894392,-0.037361447,0.028160753,0.185239569,0.038759934,0.07365845,0.045335502
731,EJM,0.052856123,-0.065596569,0.32896959,0.176600459,0.092691663,0.016069464,0.03012963,0.209171275,0.166186962,0.049291778,-0.0032298,0.066171321,-0.064794179,-0.061787924,-0.029832647,0.112176254,0.065402192,0.206277866,0.025047065,0.010250687,0.223681778,0.248131643,0.00676748,0.05263201,-0.026857501,-0.032184253,0.033899853,-0.033441698,0.021914916,0.02568182,0.042496293,0.059837083,-0.034749787,0.092416806,0.302037692,0.160068713,0.05314656,-0.029893293
732,EFO-27,0.106698348,0.271967215,-0.021990889,0.028392421,0.093792608,0.077692842,-0.029982563,0.110593603,0.044361937,0.069068148,0.086625519,0.092759384,0.21346072,0.183557833,0.064523536,0.083580407,0.075452155,0.08938694,0.108516604,0.196154184,0.070581491,-0.194937618,0.060446468,0.133369123,0.246176399,0.175745866,0.097886101,0.153737057,0.11291763,0.141793987,0.087170183,0.06222596,0.180185655,0.057821066,0.055472722,-0.038905254,0.111816798,0.186649418
733,EFO-21,0.085086318,0.046044498,-0.007486928,0.102687084,-0.033066341,0.0200983,-0.029415078,0.108629189,0.062653744,-0.00816749,0.19671036,0.005023474,0.166022349,-0.017416261,-0.110965331,0.071643439,-0.030432405,0.086457234,0.101585824,0.007877775,0.047743481,-0.011377406,0.029002134,0.130148716,0.100273967,0.060355146,0.096288849,0.127366473,-0.02444417,0.12523671,-0.11677806,-0.008658441,0.159176519,-0.097274487,0.09613571,0.049856205,0.058236196,0.067304022
734,GAMG,0.142103542,0.10916415,0.033736225,0.186374518,0.059807853,0.042052671,0.037267693,0.254787081,0.111102709,0.065130948,0.131478459,0.133044437,0.226067917,0.191758095,0.082191085,0.073947175,0.013031113,0.12070583,0.174548963,0.072511551,0.105132871,0.170666155,0.096239039,0.143749776,0.007584718,0.155292233,0.121064021,0.212253191,0.070830438,0.144124473,0.066282784,0.033348814,0.020474422,-0.124339324,0.107835165,0.120921625,0.100891606,0.0672957
735,EFM-19,0.020618729,0.166570668,-0.020626611,0.089391634,0.070847099,0.094682653,0.149478358,0.112270252,0.063969298,0.062624,0.11481766,0.229348777,0.024843871,0.036890218,0.068019565,0.204770315,0.114720627,0.06801842,0.042647983,0.170331349,-0.064170053,0.156728917,0.051404457,0.015461635,-0.05582741,0.052176549,0.023467551,0.067890408,0.220044224,0.041954086,0.11801485,0.002655528,0.107520734,0.090008237,0.039071927,0.100705354,0.200344498,0.118498269
736,GDM-1,0.098192552,0.036199972,0.351061753,0.201763605,0.060702633,0.03831825,-0.056222245,0.13847217,0.245946426,0.132138751,0.049480639,0.041500412,-0.003499534,0.065097294,0.109940847,0.150202865,0.024927459,0.180188922,0.130140479,-0.006733847,0.254406619,-0.14287187,0.216180794,0.061306746,-0.061932233,0.13189965,0.083599581,0.13254781,0.113849775,0.105953725,0.046238497,0.104682421,0.009854986,0.060409616,0.34287704,0.004047376,0.13169217,0.004213134
737,GRANTA-519,0.087850344,-0.15795609,0.439282959,0.345354248,0.07225186,0.010934516,0.010087814,0.24640069,0.179827091,0.115717902,0.0522344,0.025592344,-0.077266024,-0.138549084,0.058589267,0.124085305,0.033378481,0.238541157,0.057001758,-0.095778471,0.262193299,0.001637175,0.050784442,0.044400117,-0.07657529,0.015463301,0.028290811,-0.028350791,-0.024263227,0.04608101,-0.029642351,0.003372788,-0.001798719,0.061328151,0.339857854,0.09672513,0.014585844,-0.022478844
738,IPC-298,0.164320099,0.082660798,0.080958276,0.115933253,0.061286758,0.016337817,0.066855184,0.194489862,0.089505178,0.110695934,0.049118825,0.098971451,0.11597699,0.136051292,0.077086187,0.093803027,0.000179344,-0.024473638,0.042917259,0.146231364,0.088163663,0.370658095,0.089694738,0.107999048,-0.004423892,0.084756129,0.074466867,0.127052406,0.151872881,0.125161259,0.056241073,0.103095778,-0.016465429,-0.024310432,0.205064862,0.224712368,0.107612834,0.023422052
739,IGR-1,0.1110911,0.064667221,-0.091170437,-0.03229849,0.056790472,-0.003483605,0.164453461,0.063913752,0.061252707,0.095283731,0.040446345,0.107180345,0.119996078,0.0577616,0.078104641,0.046108404,0.005047835,0.036462041,0.020648638,0.050857333,0.042753481,0.357771429,0.100872607,0.125210377,0.16556778,0.064902054,0.050848762,0.097662426,0.109631583,0.046804438,-0.070141897,0.021899057,0.027045683,0.048619151,0.026352846,0.223765255,0.149151562,-0.07546275
740,HDQ-P1,0.068164899,0.146041591,-0.005922899,0.079815564,0.149671264,0.174034436,0.111307121,-0.059615555,0.10985643,0.058470635,-0.074653248,0.160214695,0.201491956,0.039717676,0.024023427,-0.006462451,0.150257249,0.255307205,0.079891616,0.128532664,0.203254788,-0.231525782,0.056830604,0.185442987,0.320040305,0.093684545,0.084806062,0.097133338,0.160765483,0.101956198,0.130084991,0.184624611,0.102497735,0.288517934,0.112750391,-0.160668066,-0.044582961,0.078523407
741,HDLM-2,0.159493062,0.001026333,0.379734703,0.423838053,0.046581795,0.170437427,-0.022896819,0.296702422,0.251539005,0.18338666,0.166777743,0.12782577,0.092427771,0.095644806,0.236265637,0.261214341,0.099403815,0.326519652,0.172028337,0.050412991,0.230008393,-0.024722634,0.16261372,0.082245012,-0.011779834,0.0625976,0.112108479,0.112884905,0.172015843,0.201023455,0.079631697,0.019907818,0.164257505,0.148780063,0.505588283,0.071118707,0.226186679,0.056066202
742,IGR-37,0.172723449,0.033691349,0.10725646,0.077980578,0.041665112,0.007508981,0.025070358,0.209624331,0.090993117,0.163684064,0.1418984,0.069612179,0.072729369,0.145632406,0.079087405,0.145836602,-0.054145938,-0.005733126,0.000501551,0.1343009,0.024960993,0.38873811,0.112789508,0.037527825,-0.013270702,0.031125084,0.01187764,0.0973832,0.171004657,0.076503386,-0.004157617,0.070090889,0.009380949,-0.04331535,0.067630768,0.244518946,0.198779048,0.03276406
743,HCC-827,0.073490352,0.098119997,0.081822725,0.117836325,0.039265302,0.03485402,0.050860857,0.089620565,0.077292667,-0.018804538,0.073913052,0.076107041,0.174754192,0.158765435,-0.064508975,0.015614229,-0.010978612,0.119877077,0.117627944,0.020693321,0.074289027,0.018304275,0.054267949,0.156260501,0.068661404,0.137244159,0.090826366,0.180003245,0.021102201,0.119910031,0.016194515,0.047315782,0.008435452,0.074021776,0.064341718,0.037615769,0.130633538,0.009865551
744,HCC-78,-0.016091796,0.016025669,0.195402878,0.147235096,0.037343349,-0.032354309,0.101703906,0.133393957,0.071745861,-0.090392892,0.051797178,0.07524289,0.096743274,0.079976836,-0.102184201,0.007673642,-0.002784096,0.174430839,0.069521627,0.030876127,0.147989618,0.300742888,0.003627377,0.100432239,-0.076856371,-0.002241504,-0.003204587,0.117120794,-0.005730701,0.085182469,-0.035153959,0.005560056,-0.0192213,-0.033591469,0.143524922,0.181575482,-0.079116732,0.028551841
745,HCC-44,0.080823621,0.053494215,-0.055847174,0.132136852,0.119394525,0.15259495,0.053258223,0.028636056,0.148535236,0.074709769,-0.057454437,0.138289126,0.191498587,0.056042668,-0.046396876,0.052903117,0.10679104,0.283057104,0.143536519,0.069651552,0.247840352,-0.306578976,0.042883512,0.208451367,0.303698538,0.114638168,0.115743837,0.129553763,0.125428357,0.149089233,0.106940838,0.18856552,0.093410055,0.261259323,0.26044251,-0.136204093,0.005499466,0.087704123
746,HCC-366,0.062639263,0.118204941,0.144436166,0.170512244,0.021872665,0.041408912,0.067366263,0.240842848,0.090948809,0.000912131,0.168839559,0.060122295,0.221830773,0.139403509,-0.013530434,0.064719849,-0.022915824,0.152070188,0.153702227,0.093127208,0.085726601,0.218648326,0.022633381,0.120985439,-0.021089387,0.105517825,0.046632071,0.194772246,0.006332089,0.122931727,-0.058028859,-0.028505372,0.118796679,-0.179208909,0.090951559,0.148864806,0.141384694,0.093152316
747,HCC-33,0.025224626,0.163728557,-0.119887926,-0.101827065,-0.027612887,0.023039103,-0.015368102,0.05778508,-0.075428829,0.135513256,0.071163609,0.016690179,-0.103691661,0.063096391,0.059937377,0.050624209,0.179419866,-0.134810296,0.008566971,0.068400662,-0.160784693,0.021280302,0.003590798,-0.074335562,-0.127844414,-0.004656991,-0.031443342,-0.086772595,0.013129372,0.059650283,0.05544286,0.037682241,0.171518643,0.10729373,-0.181069422,0.086478655,0.067681663,0.097627514
748,HCC-15,0.123778946,-0.038250631,0.010581013,0.111221276,-0.009926922,0.024791525,-0.082163839,0.227107124,0.047037364,-0.012279556,0.101862447,0.089404778,0.127288345,0.110819907,-0.025726452,0.059677717,-0.034652292,0.02299238,0.065857665,0.043458146,0.114908251,0.16462117,0.029190047,0.107309253,-0.027665261,0.069934457,0.045899621,0.174958196,-0.033939953,0.096300524,0.036036952,0.033716221,0.020402972,-0.11388863,0.009053725,0.087749455,0.087131263,0.095131151
749,HC-1,0.054812011,-0.028144049,0.509024803,0.412998817,0.033432641,0.077441541,-0.020617883,0.29863306,0.291428126,0.114205815,0.171692999,0.075612261,0.041152264,-0.028690153,0.110577564,0.207773412,-0.01177842,0.26909013,0.130744895,-0.029597681,0.400241947,0.013563816,0.104441304,0.081676477,-0.139649678,0.102125605,0.069819876,0.129583972,0.095120936,0.1368331,0.007374146,-0.005579318,0.035380842,0.027692938,0.396656805,0.107742175,0.183667729,0.023856149
750,697,0.153649525,0.134385041,0.338398727,0.170296991,0.114901213,0.083689234,0.165065546,0.278726381,0.149384876,0.192807592,0.126621249,0.076773625,-0.022934696,0.098945787,0.099402261,0.149539988,0.041616981,0.179099735,0.093650025,0.078361168,0.253064605,0.188540784,0.10919788,0.112021327,-0.090510847,0.136833372,0.097976834,0.143292784,0.089959719,0.116833354,0.11373522,0.062734389,0.082520875,0.041798953,0.247780152,0.226368413,0.201379916,0.099484712
751,VCaP,0.098069388,0.103297479,0.015642868,-0.001343003,0.052591937,0.101636321,0.046546369,0.091160269,0.048702273,0.126455121,0.102584616,0.079111151,0.034571335,0.127683744,0.161840385,0.142491035,0.0944505,-0.052910579,0.042522241,0.115672751,-0.038790082,0.244369611,0.039759738,0.026851097,0.016146691,0.061389921,0.039177546,0.029797287,0.151403721,0.071111566,0.208774218,0.166807926,0.047014884,0.131608477,-0.056091529,0.223147621,0.136800511,0.131877188
752,SHP-77,0.099921838,0.072844421,-0.04125242,-0.073890174,0.012512498,0.054513646,0.107449331,0.026128593,0.021062132,0.156256822,-0.033929661,0.044824293,-0.129291061,0.132204141,0.199186932,0.07376707,0.137842959,-0.126848387,-0.024813907,0.041991962,-0.054762127,0.395549966,0.044536395,-0.044456075,-0.146824675,0.032174692,0.003788718,-0.028797763,0.072497206,0.019746222,0.124930804,0.093348062,-0.002514946,0.056674886,-0.162135194,0.296460222,0.009997689,0.003662418
753,SH-4,0.199526675,0.080242302,0.098771698,0.129907516,0.067482251,-0.004983145,0.062628788,0.15860537,0.084142097,0.127085338,0.17072115,0.14733863,0.121469043,0.15858474,0.072019001,0.134064482,0.041573924,0.043614294,0.090939089,0.093956918,0.062779246,0.436242073,0.108908712,0.122335812,0.008573056,0.08939918,0.082940495,0.140009916,0.107735087,0.146338657,0.033176939,0.09156055,0.053047943,-0.052455285,0.156858624,0.224912439,0.116448022,0.014653902
754,SCC-9,0.022357238,0.136500686,-0.012545127,0.097380889,0.146318786,0.082023341,0.036404048,-0.051686721,0.064984754,-0.066050339,0.001064645,0.205126123,0.183215563,0.053981565,-0.025333871,-0.022871605,0.064374182,0.245812979,0.093164109,0.076938474,0.167103371,-0.349799111,0.074688789,0.157710544,0.283140945,0.111624747,0.057001238,0.099438888,0.068893869,0.078652092,0.05536122,0.119353428,0.114113008,0.175585822,0.102735364,-0.25670769,0.006425323,0.065896756
755,SCC-4,0.076536785,0.156535471,0.128871428,0.163776704,0.083237378,0.123594255,0.056418822,0.100482254,0.126906875,-0.051400376,0.096888418,0.220377024,0.232449879,0.045445346,0.024539933,0.042012121,0.072263295,0.252607928,0.172581889,0.147588502,0.208005359,-0.105806665,0.130412916,0.193959459,0.346136834,0.137594963,0.124623927,0.132333404,0.062128219,0.165275162,0.10001373,0.167233366,0.161425371,0.20117028,0.208821855,-0.080912415,0.052920609,0.181338269
756,SCC-25,0.136845556,0.200579092,0.140894755,0.200966492,0.227999922,0.214951965,0.137137524,0.042650136,0.291059804,0.140048943,0.059749832,0.275787152,0.298479352,0.231613221,0.094869391,0.08770169,0.184345867,0.374507503,0.185877908,0.193713593,0.357084017,-0.297293731,0.176062994,0.265499088,0.426989357,0.227077687,0.186316738,0.237875665,0.191712688,0.210246338,0.22928687,0.293743373,0.149451654,0.279457487,0.252109533,-0.191740251,0.039372266,0.162972363
757,SCC-15,0.103771503,0.199389856,0.098339117,0.181027196,0.170554639,0.171407048,0.066103753,0.080273083,0.210480877,0.045358492,0.075095918,0.250404823,0.288490302,0.129128162,0.014610286,0.080579052,0.127826941,0.311011329,0.184910687,0.11851353,0.270042216,-0.172058401,0.133185713,0.231916366,0.413010545,0.192392095,0.163286647,0.227778295,0.119392821,0.194831757,0.129214408,0.218475999,0.109818742,0.13692526,0.237409603,-0.172529249,0.021827007,0.113714255
758,Saos-2,0.159515289,0.210527714,0.063011265,0.066111655,0.080479543,0.10194172,0.03394492,0.189045157,0.056499597,0.109956713,0.158144749,0.067793882,0.246626737,0.306924967,0.090371773,0.19135238,0.063560594,0.063383276,0.149858678,0.206777498,0.073160039,0.054410594,0.164271628,0.161127792,0.038123487,0.199113747,0.136539133,0.269620525,0.079581683,0.18112614,0.05556357,0.03768384,0.228720651,-0.057618461,0.062145654,0.157808919,0.265258725,0.220992374
759,RT4,0.037967254,0.113293665,0.074459915,0.141119982,0.018992278,0.088455235,0.161893755,0.172487531,0.097675198,0.006318337,0.211968326,0.139934154,0.149131493,0.088393524,0.006458064,0.120601702,0.008562737,-0.003917357,0.07823384,0.094503788,0.044725989,0.354948053,0.09504092,0.063705309,-0.032370367,0.113659275,0.057648206,0.144879725,0.192265393,0.113241485,0.090489315,0.072253904,0.110167168,-0.055641605,0.058126322,0.239447562,0.174389558,0.120177079
760,RS4-11,0.074413857,-0.080176308,0.32854371,0.112755587,0.115186172,0.047396147,0.300298675,0.101526903,0.141862802,0.05621005,-0.101766218,0.054587041,-0.111820463,0.007727026,0.034589564,-0.024660781,0.076276627,0.095623438,0.036316255,-0.018028473,0.207716619,0.496512563,0.07082022,0.088256576,0.024537433,0.035411547,0.045785201,0.04658722,0.02334819,0.020291135,0.080914083,0.088944543,-0.125169623,0.092740504,0.219715936,0.306490531,0.037786454,-0.004725218
761,RPMI-7951,0.186559598,0.165417032,-0.019011232,0.177962081,0.10865421,0.060652895,0.009589287,0.093204711,0.125177884,0.123218788,0.102435678,0.0835016,0.279417427,0.19217704,0.046039511,0.136544715,0.127735524,0.117016186,0.137215147,0.19499286,0.090230828,0.125595746,0.171102752,0.133394511,0.218937077,0.168741215,0.145631068,0.211446041,0.062474394,0.284586315,0.100236631,0.080930051,0.065877041,-0.076535726,0.080677941,0.114896329,0.094640565,0.158856902
762,RL95-2,0.091564416,0.200291579,0.14618857,0.142596343,0.075678986,0.057022833,0.06713451,0.235999435,0.027486462,-0.034637983,0.07911398,0.166857181,0.122384668,0.100693006,0.029328775,0.106634853,-0.01941762,0.095884432,0.137459681,0.227634461,0.028736961,0.153979076,0.091690543,0.126098213,0.027742201,0.145006989,0.08365076,0.133181005,0.047333848,0.090297175,0.026859735,0.013770045,0.261442448,-0.019386771,0.111419807,0.096228423,0.092614698,0.187963569
763,RL,0.087930412,-0.099556991,0.447900186,0.20814443,0.010715884,0.030117071,0.09566289,0.262487215,0.149978364,0.070578561,0.085908368,0.064294378,-0.08205675,0.035681546,0.042900082,0.106857824,0.020126351,0.064984805,0.033807611,-0.081807089,0.267254676,0.474966761,-0.033690258,0.039730445,-0.098906854,-0.002330785,0.045634017,0.045937058,-0.035341675,0.065883998,0.001040599,0.04905293,-0.09572727,-0.007084369,0.315574172,0.348360045,0.09827661,0.005474471
764,RKO,0.032756382,0.059755666,0.077097803,0.190617168,-0.038437729,-0.036681248,-0.096275414,0.221306156,0.030873141,-0.006996877,0.187671376,0.030902501,0.069371047,-0.070888989,-0.010795641,0.110173476,0.023670902,0.088139345,0.103491521,-0.001951878,0.096628962,-0.132506928,0.032054088,0.031066642,-0.13203283,0.024564315,0.058159198,0.014871443,-0.011833699,0.092835834,-0.083033212,-0.106070815,0.096498101,-0.087679271,0.1012646,0.040557807,0.089784489,0.123827301
