cell_idx,cell_name,Apelin signaling pathway,Axon guidance,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Calcium signaling pathway,cAMP signaling pathway,Cardiac muscle contraction,Cellular senescence,Chemokine signaling pathway,Cholinergic synapse,ErbB signaling pathway,Estrogen signaling pathway,Focal adhesion,Gap junction,GnRH secretion,"Growth hormone synthesis, secretion and action",Insulin secretion,JAK-STAT signaling pathway,MAPK signaling pathway,Melanogenesis,Natural killer cell mediated cytotoxicity,Oxidative phosphorylation,Phospholipase D signaling pathway,PI3K-Akt signaling pathway,Protein digestion and absorption,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Serotonergic synapse,Signaling pathways regulating pluripotency of stem cells,Taste transduction,Th17 cell differentiation,Thermogenesis,Thyroid hormone signaling pathway,Wnt signaling pathway
0,DiFi,0.018781424,0.101386334,0.106636559,0.07502942,0.04989417,0.075844137,0.044730727,0.073445023,0.094133382,0.013739805,0.180776875,0.135111773,0.069728169,0.000709521,0.080891685,0.092233823,0.150888397,0.054733681,0.094641825,0.148030922,0.022903137,-0.063616132,0.130668707,0.073129492,0.088285755,0.108379462,0.080669445,0.076262313,0.052939405,0.062236755,0.005258087,0.040871566,0.117320191,0.014561364,0.019163081,0.076505078,0.150108236,0.184459459
1,HCE-4,0.135719205,0.181629746,0.034266331,0.092548149,0.089025292,0.07088282,-0.000200457,0.156177545,0.09253139,0.103292569,0.085758751,0.04215565,0.243125323,0.239531938,0.16052671,0.143717543,0.059535542,0.090669018,0.16262607,0.147427196,0.133179041,-0.065248808,0.150033043,0.149609723,0.189613826,0.148206084,0.128502529,0.120078621,0.046277293,0.184063071,0.076702937,0.115603055,0.157484022,0.131677665,0.11069382,0.052323149,0.176717496,0.226512033
2,K5,0.228527768,0.289234817,0.13684976,0.362369043,0.139029435,0.175943291,-0.060505099,0.245537222,0.198012742,0.16752897,0.376861559,0.168592282,0.336057213,0.158720804,0.141812896,0.27044203,0.091876745,0.229302032,0.247410545,0.169149173,0.22849303,0.023229219,0.284217598,0.211197582,-0.02690635,0.236145784,0.22217911,0.295786354,0.224102532,0.328010055,0.238671182,0.070793557,0.212990624,0.065733396,0.172919288,0.123241804,0.257652558,0.219970429
3,HLE,0.098208504,0.186114755,0.034440014,0.124329594,0.01220156,0.0790907,0.051204956,0.234201004,0.07456464,-0.01328619,0.119110605,0.036638862,0.210550552,0.231036433,0.087334639,0.072286087,-0.018854778,0.031030826,0.132962224,0.083747956,0.031205532,-0.00280291,0.065272774,0.103240061,-0.018364222,0.1669232,0.127212015,0.169992144,-0.013176006,0.120057447,0.120477326,0.031631933,0.168445658,0.013911313,0.021397717,0.082378843,0.153866903,0.140827479
4,BICR10,0.149389445,0.22081916,0.05896793,0.222319185,0.060631265,0.051759784,-0.021394294,0.24357334,0.060744585,0.043577443,0.213816582,0.151820069,0.287893052,0.231616799,0.055402779,0.134161228,-0.000557401,0.162248161,0.176700872,0.181004435,0.080209688,0.018090914,0.212075394,0.16781985,0.115506064,0.172326444,0.147433999,0.235762677,0.076535844,0.224698199,0.062812488,-0.054580566,0.213998989,-0.118710913,0.12441889,0.0999842,0.195650289,0.203413687
5,BICR31,0.140305885,0.233699639,0.166683491,0.200195683,0.110080976,0.136815068,0.141926342,0.165747578,0.20511777,0.03530214,0.186379452,0.287051522,0.301008741,0.121887349,-0.004798204,0.100627135,0.025434185,0.22448697,0.197850536,0.213690478,0.155785847,0.102789799,0.182246255,0.20397495,0.294722786,0.18033807,0.141139549,0.253206676,0.153394416,0.197419202,0.026244549,0.133600809,0.22771498,-0.0346557,0.223007152,0.049716609,0.16910903,0.19428866
6,SK-OV-3,0.195682611,0.247329085,0.117923318,0.154784632,0.01382148,0.117754874,0.076094342,0.209340616,0.078353807,0.054142619,0.236506664,0.170239221,0.277436109,0.244400476,0.165379307,0.160378278,-0.020092696,0.026715688,0.163992536,0.234307898,0.02678968,0.134096326,0.166359288,0.140025922,0.075370628,0.201000885,0.136952406,0.289494733,0.109253094,0.24119982,0.051907473,0.048857756,0.231835861,-0.189702339,0.052282509,0.157011385,0.250320196,0.155521284
7,SK-MEL-5,0.1512178,0.077820112,0.000577055,0.062061077,0.092459378,0.010080309,0.08599785,0.118108593,0.10775524,0.154927067,0.093434066,0.083832682,0.102170407,0.087628416,0.139030625,0.123880877,0.025159744,0.080797687,0.007792899,0.095101685,0.036042475,0.33808105,0.076004993,0.102672185,0.037154996,0.083483681,0.062707758,0.115114955,0.117178166,0.050760661,-0.005812682,0.063543725,0.079735444,-0.032715178,0.151894496,0.183306343,0.095019656,0.079886388
8,SK-MEL-28,0.164488596,0.156917478,0.036427363,0.108736999,0.106600813,0.073271154,0.045258539,0.110782786,0.148540861,0.214631456,0.10145808,0.228802382,0.153775693,0.168891952,0.145071008,0.180156261,0.130037803,0.092383073,-0.012261988,0.183359492,0.148701911,0.196925125,0.076464299,0.117024467,0.170763044,0.13154893,0.049959138,0.177274085,0.273384696,0.089814544,0.194431514,0.189475805,0.078984318,0.060664998,0.174035423,0.03759731,0.127145542,0.084678026
9,SK-MEL-2,0.12222422,0.025968952,0.003602713,0.065395313,0.007789868,-0.012683378,-0.091343701,0.088086795,0.05892214,0.117075354,0.055376816,0.107314851,0.09647413,0.0644835,0.06270927,0.067557919,-0.0235214,0.017744476,0.019710799,0.087385679,0.041781748,0.120967544,0.065866772,0.056179486,0.076825081,0.059656543,0.043048894,0.083862642,0.140496492,0.014012851,-0.01697767,0.003645012,0.05257117,0.014752898,0.021116206,0.048588271,0.13047294,0.029558756
10,SF539,0.148813276,0.209242953,-0.050647281,0.17839799,0.138617279,0.092628191,0.107034306,0.143092769,0.097940119,0.111106119,0.018709472,0.154398554,0.251706881,0.244894555,0.04908547,0.140809676,0.111521067,0.21141181,0.16151232,0.157083173,0.185200647,0.166785585,0.168529566,0.195722231,0.2567449,0.222698009,0.13337183,0.259646695,0.157434477,0.168229125,0.197500497,0.071107229,0.192945801,0.024356755,0.182186646,0.020157972,0.136965703,0.178942491
11,SF268,0.198075414,0.181189298,0.057061243,0.102286132,0.119890268,0.099446886,0.139774791,0.221674085,0.104680284,0.13009143,0.165767361,0.186935761,0.291995128,0.324209284,0.069652007,0.165825771,0.126947022,0.064936522,0.172284227,0.211347041,0.112278612,0.270559507,0.134432785,0.173954679,0.136743221,0.193976489,0.173916604,0.2640526,0.216767579,0.255238699,0.149965295,0.058462334,0.097641072,-0.063494777,0.101594698,0.22830288,0.251553529,0.128018415
12,RXF393,0.23278477,0.305498539,0.089984632,0.258776179,0.090143384,0.147008765,-0.098475501,0.159645071,0.161211483,0.215312014,0.153307992,0.193070367,0.293975379,0.264279215,0.293372791,0.27438385,0.181291398,0.186933413,0.198936892,0.175158721,0.120539932,-0.432288193,0.229908444,0.190543554,0.12134092,0.246143882,0.199377251,0.224586449,0.203636701,0.28221496,0.168015062,0.135179683,0.21114081,0.11906705,0.153267975,-0.066978736,0.123313182,0.157578412
13,RPMI-8226,0.105733172,-0.050590639,0.22175287,0.104895075,0.172133533,0.072674342,0.219290949,0.097052591,0.154312106,0.150486104,-0.060333659,0.145284403,-0.070843094,0.043254604,0.076690384,0.080268458,0.121828675,0.132547812,0.046837371,0.089739417,0.231754518,0.376076804,0.070206305,0.06154593,0.126082494,0.088541366,0.073509084,-0.033157032,0.139188051,0.020512628,0.120013168,0.125032389,-0.024045336,0.119356127,0.117274435,0.254547198,0.025271237,0.024227064
14,PC-3,0.076484866,0.244594331,-0.059116657,0.036724824,0.175998555,0.126397742,0.199771102,0.018157138,0.117704721,0.037020622,-0.024863134,0.1837167,0.224673452,0.197515546,0.030253012,0.001898611,0.154525914,0.21861946,0.091996979,0.135932853,0.14129771,0.169665192,0.128193511,0.192893876,0.244429043,0.139215456,0.099137599,0.187967491,0.152775292,0.077010772,0.206120645,0.158332943,0.077325867,0.179283618,0.006419962,0.057488757,0.011440056,0.07959872
15,OVCAR-8,0.217831205,0.186184275,0.083959695,0.0821089,0.096766023,0.105332984,0.182193252,0.219691619,0.112596516,0.174943235,0.210136265,0.170472517,0.26404139,0.294057087,0.184400225,0.143278995,0.138191639,-0.014683486,0.14209314,0.194997637,0.075702693,0.331682309,0.131785965,0.18194038,-0.066100637,0.235613039,0.168320133,0.258797597,0.19551103,0.236484906,0.128994731,0.107311557,0.113906314,-0.094235417,0.062772618,0.262439626,0.180365606,0.151289554
16,OVCAR-4,0.152630219,0.127456533,0.023978071,0.011339141,0.13667475,0.100987094,0.355213825,0.101022179,0.107497627,0.059243235,0.012451391,0.145604411,0.220923845,0.144795445,-0.040304665,0.024166174,0.105000703,0.112540947,0.081515623,0.144196693,0.082712891,0.347972286,0.033342901,0.174995822,0.249315076,0.138501546,0.075832795,0.245625112,0.146674001,0.101973163,0.12287411,0.08870995,0.100548502,0.043116058,-0.009877662,0.174553999,0.025970025,0.165192627
17,SN12C,0.190113092,0.150809639,0.052942726,0.183563452,0.0809962,0.115087581,-0.003746602,0.325561505,0.134257535,0.085938479,0.133565932,0.193538448,0.286073023,0.218653108,0.133517143,0.154779618,0.062955569,0.074096712,0.157447769,0.120442815,0.065334834,-0.04545574,0.117720693,0.141990163,-0.011113565,0.206848396,0.153814378,0.230669407,0.142673877,0.168307226,0.216634894,0.0403266,0.085563818,-0.011758846,0.131056193,0.0386994,0.190328086,0.117289454
18,SNB75,0.232798043,0.308769608,0.027282322,0.208214801,0.160046723,0.127878364,0.001275708,0.24426449,0.139720744,0.233348266,0.175964777,0.199344543,0.355514689,0.350381918,0.185769815,0.227360094,0.116212301,0.116268191,0.206046136,0.273921929,0.128693707,0.069328169,0.187534248,0.228002758,0.215068355,0.263521686,0.170511699,0.322162964,0.211627709,0.299317736,0.221728587,0.095876799,0.150453327,-0.018171312,0.120642374,0.083207406,0.25312095,0.174426455
19,SR,0.081212552,-0.082993115,0.205232501,0.279181261,-0.044857458,0.027447861,-0.044915937,0.305554792,0.121073683,-0.012690133,0.042429575,-0.037365182,-0.021484809,0.044407631,-0.044995198,0.078373839,-0.085294481,0.250739394,0.09970103,-0.044103485,0.265513429,0.143133411,0.071913499,0.057898475,-0.108506618,0.034471547,0.047271944,0.053534232,-0.060250288,0.037866517,-0.008471356,-0.038333397,0.058899906,-0.013754955,0.470051335,0.102847954,0.134970069,-0.013803948
20,T47D,-0.008013177,0.092223523,-0.012600522,0.017728491,0.047910055,0.025642766,0.114722299,0.081706919,-0.006008291,-0.035409871,0.072894115,0.140237706,-0.003911548,0.049630059,0.126593645,0.04593871,0.023265558,-0.003407675,0.05725973,0.041943111,0.031239667,0.257723227,0.009845958,0.02748754,-0.049190095,0.034233288,0.058412658,0.072847057,0.002262416,0.019846124,0.044041843,0.023046866,-0.010868947,-0.045493169,0.010362298,0.131706723,0.125612021,0.012916503
21,OVCAR-3,0.027124123,0.218897742,0.125320805,0.001474671,0.025735117,0.051729122,0.054531389,0.159051607,-0.027805666,-0.029595777,0.164303056,0.053525185,0.140797567,0.184340549,0.037335379,0.040220012,-0.104738024,-0.03440364,0.065449006,0.055601329,-0.020603926,0.170747596,0.057420303,0.114139797,0.008028224,0.105418562,0.032372483,0.105567503,0.103515776,0.035365294,0.040048653,0.024741155,0.171548102,-0.064349243,-0.095460896,0.09991914,0.073973413,0.144264272
22,UACC-62,0.105616497,0.099847162,-0.006479824,0.000697065,0.102235614,-0.00221397,0.171996985,0.044319024,-0.00215908,0.083773105,0.054358307,0.05055611,0.126627368,0.072472593,0.072362158,0.084004489,0.097939084,0.022955731,0.015687354,0.110486703,0.003158073,0.44234113,0.04416959,0.112035537,0.131596645,0.072625268,0.013312769,0.061466203,0.045170211,0.052585494,0.056439302,0.078446944,0.076185636,0.067169999,0.10453618,0.297728001,0.077658678,0.049982748
23,UACC-257,0.14078256,-0.006616086,0.094557253,0.081908709,0.024394451,-0.013223025,0.099445851,0.157792368,0.064677907,0.123519398,0.127152593,0.123826782,0.097759426,0.07423486,0.104140342,0.088968796,-0.045203674,-0.009598284,0.003259797,0.028996897,0.053886665,0.497277487,0.075050106,0.068771899,0.07919822,0.073310052,0.032401149,0.124521893,0.089089739,0.092585194,-0.009871565,0.028739819,-0.025375741,-0.092494276,0.019955308,0.267400341,0.147780037,-0.076094211
24,U251,0.153511946,0.300066548,0.010433499,0.067503437,0.031384332,0.02905327,-0.101624236,0.174573718,0.022130151,0.08195829,0.270003385,0.053778612,0.330539726,0.266482168,0.099011135,0.161931103,0.102709923,0.085866704,0.176504214,0.155209583,0.017082688,-0.062422815,0.196539354,0.210889196,0.129401099,0.235226303,0.187820729,0.25883722,0.116221834,0.169657367,0.099640098,-0.043632328,0.232157362,-0.063262648,-0.069357748,0.06382275,0.244325906,0.219202235
25,U031,0.098275038,0.30172406,0.068663278,0.272685407,0.004438003,0.138285661,0.007751721,0.188708887,0.112953732,0.086368544,0.265584616,0.080003009,0.317620858,0.197305182,0.110785956,0.170762424,0.086430875,0.125176314,0.190089851,0.11677061,0.152257281,-0.014543554,0.179213989,0.173246814,0.020595357,0.210574282,0.200863922,0.274872851,0.148767183,0.216762036,0.061822291,0.04093562,0.127857037,0.071917543,0.092026408,0.034904123,0.13179221,0.148665344
26,TK10,0.13668454,0.214920499,0.137001739,0.210111796,-0.004617629,0.098531105,-0.070599716,0.293827634,0.075973537,0.118328897,0.258102566,0.13349262,0.235021766,0.172195919,0.094143991,0.182184545,0.067882126,0.133835822,0.158386864,0.042654126,0.10552561,0.022964403,0.211220193,0.170198451,-0.102070368,0.233111648,0.13605867,0.272665812,0.194603724,0.163929053,0.066429877,0.043755302,0.182562563,-0.062661061,0.137366729,0.130529878,0.202094644,0.121373617
27,NCI-H522,-0.007780708,0.10766852,-0.076663026,-0.059351249,-0.064671331,-0.05218779,-0.053174783,0.03509675,-0.058420491,-0.030876933,0.156842465,-0.066966135,-0.022702217,0.067946196,-0.026461138,0.017196095,-0.082012386,-0.003711189,0.044164886,0.052552405,-0.093212047,0.104744412,0.006476847,0.003266694,-0.122062385,0.025973789,0.028065229,0.029788171,-0.073578579,-0.038636306,-0.157004282,-0.071444564,0.146362054,-0.043373649,-0.016077721,0.165259646,0.164099036,0.110840756
28,NCI-H322M,0.051666557,0.101274408,-0.000676863,0.06697946,0.104253748,0.047878792,0.127440371,0.1050331,0.038428303,0.016414573,0.01529303,0.151351646,0.127357742,0.140944086,0.029678463,0.024919701,0.106363286,0.08879823,0.116337238,0.088277801,6.00E-05,-0.018409259,0.035233161,0.113148791,0.008517646,0.139151024,0.074105499,0.188425911,0.041292553,0.00932139,0.069531483,0.072586993,0.093411702,0.120946344,-0.001852486,-0.043842019,0.077394679,0.088355193
29,HCC2998,0.013708732,0.033397029,0.078627029,0.097003851,-0.05176864,0.016427494,-0.024337234,0.200610295,0.059766707,-0.008404128,0.168105499,0.041641283,0.039066791,-0.02023317,0.037752595,0.128605438,0.051072298,0.013393255,0.10249998,0.076644831,0.034746941,0.127433038,0.073877555,0.002343781,-0.033717922,0.105478929,0.090197015,0.055742269,0.010529961,0.083943936,-0.129634023,-0.023002056,0.170632467,-0.038066118,-0.016168271,0.165865845,0.127798272,0.149144232
30,EKVX,0.127673966,0.125940375,-0.044861657,0.009684014,0.060227492,0.062550568,0.121642144,0.136984268,0.081479627,0.034943827,0.146749933,0.077548607,0.240131482,0.240784795,0.211855945,0.09988568,0.04672094,0.081671581,0.155304944,0.151849728,0.037568609,0.239557068,0.087056452,0.122656123,0.051970639,0.154026607,0.10105682,0.166995178,-0.018772707,0.15512233,0.116621297,0.154904336,0.154703291,-0.023643113,0.014191263,0.170917919,0.123125906,0.145849307
31,DU-145,0.080696441,0.120993857,0.154747779,0.194328269,0.033529317,0.053861252,-0.013913071,0.273135529,0.102920585,0.030624111,0.280305343,0.053292499,0.212934769,0.196730382,0.12160053,0.123225461,0.010349499,0.136257936,0.176723248,0.095105432,0.100012815,0.08644168,0.076115863,0.127879525,-0.167371748,0.186018954,0.127903946,0.205314221,0.091682072,0.172287556,0.087592318,-0.036987543,0.11043951,-0.062946935,0.15108312,0.121217023,0.104598464,0.154953747
32,CCRF-CEM,0.108855248,-0.08334359,0.261380269,0.130292414,-0.034754878,-0.003323795,-0.05901824,0.252768295,0.146425566,0.119418608,0.103519753,0.008442662,-0.105446589,-0.006815814,0.071069391,0.102377671,0.011748206,0.071520739,0.032850905,-0.040144043,0.267426799,0.077593176,0.057966052,-0.015976796,-0.180938216,0.02755089,0.035209017,0.042589498,0.013916402,0.050899858,0.035537732,-0.038070384,-0.045635913,0.072447223,0.225535426,0.126866038,0.190667369,-0.021408203
33,BT-549,0.107640625,0.171237037,0.062024405,0.172250491,0.09318468,0.099241541,0.071833312,0.251263168,0.110649542,0.101490904,0.102746395,0.086975075,0.173920005,0.212523784,0.042476811,0.137800009,-0.008157323,0.122038345,0.129730277,0.046096131,0.032346124,0.177464959,0.034898173,0.15898127,0.105254515,0.130484635,0.112972923,0.17188661,0.001580123,0.224308751,0.144227741,0.051185168,0.128205942,-0.066186447,0.091067828,0.10631448,0.108430758,0.092456342
34,ACHN,0.16331274,0.1995586,0.019245089,0.165242663,0.051197404,0.098398136,-0.057033378,0.203509097,0.083343254,0.130938912,0.177197684,0.095003135,0.263890126,0.193978028,0.059042618,0.123866193,0.05287996,0.111233994,0.132066009,0.057081418,0.09520162,0.067833043,0.11436292,0.20058759,0.035360626,0.197067215,0.154450397,0.256842703,0.093196335,0.1472399,0.072505559,0.043359407,0.084221517,0.060999106,0.105634066,0.107666754,0.086822178,0.102533447
35,A498,0.161834195,0.141623397,0.031716069,0.119411452,0.188762542,0.126016123,0.110004109,0.060255377,0.127879069,0.143829884,-0.003514234,0.123955284,0.220303303,0.236703522,0.102656429,0.137062923,0.170120121,0.184734246,0.125007417,0.140035528,0.138137774,0.096191702,0.162021904,0.224683391,0.230072991,0.198246947,0.105036321,0.220131526,0.132599466,0.170004962,0.122113497,0.163990821,0.088079631,0.064704842,0.109832321,0.045830843,0.060858616,0.047473364
36,786-0,0.203088272,0.153122723,0.117308553,0.253660934,-0.016764611,0.070031712,-0.072754746,0.285931821,0.120890765,0.093315714,0.128800535,0.128662273,0.22021638,0.219246092,0.027052961,0.150527697,0.003804114,0.085331224,0.127522808,0.053324876,0.161400595,0.00577693,0.125303957,0.169298338,-0.034129834,0.193417451,0.147850836,0.264849358,0.073684881,0.212768243,0.101520674,0.07667859,0.12033724,-0.095002837,0.109829053,0.072871444,0.141322406,0.076987834
37,CFPAC-1,0.038973367,0.138226284,0.068691028,0.183429684,0.086117953,0.098376649,0.046585242,0.085218759,0.128637981,-0.033509658,0.125835654,0.191154136,0.236861928,0.098906959,0.036571727,0.084467719,0.132058169,0.247144013,0.193842245,0.075031528,0.19004279,-0.164940892,0.116761587,0.178945222,0.199171102,0.202530523,0.169900723,0.178919173,0.131923433,0.1459002,0.129030404,0.166903359,0.137497825,0.063581203,0.22457667,-0.080468602,0.031235691,0.116604026
38,BxPC-3,0.10039055,0.169322249,0.153596907,0.229845497,0.038428162,0.105541285,0.189830309,0.192397229,0.212506878,0.00959756,0.158834663,0.195481625,0.230944512,0.088914115,-0.02595585,0.099476875,0.01374544,0.167595135,0.176099462,0.133995604,0.235804722,0.270410952,0.111961854,0.173785838,0.141272038,0.185990402,0.132580205,0.228138587,0.182057789,0.155973834,0.129085505,0.137499166,0.113854909,-0.017585736,0.180836809,0.163479526,0.170620346,0.170973814
39,HOP-62,0.110788796,0.213668433,-0.006125047,0.184036724,0.007002148,0.068250903,0.058374487,0.230762461,0.050393565,0.015382642,0.162910322,0.094159223,0.319018391,0.210876829,-0.005621338,0.104629069,-0.037758279,0.090345558,0.177245668,0.048504612,0.030717283,0.132453183,0.114423513,0.176325574,0.066866889,0.177426308,0.151859227,0.253203051,0.001064756,0.212351205,0.03676815,-0.034957158,0.085556398,-0.141487791,0.112582085,0.150009398,0.133768814,0.095741125
40,Hs-578-T,0.26024255,0.320164268,0.081815469,0.255613903,0.173666515,0.21627427,0.149317745,0.219407728,0.191575458,0.208461712,0.255786103,0.278198768,0.369125805,0.307943459,0.225839415,0.295179988,0.196327597,0.235649284,0.242414141,0.300526671,0.152911158,-0.056988035,0.197850347,0.227126609,0.264168866,0.278935521,0.22199291,0.285142549,0.219202156,0.308015961,0.279948153,0.15833934,0.25380756,0.056555269,0.209824023,0.01884731,0.261404198,0.245179329
41,HT-29,0.088174582,0.167944477,0.096759873,0.129569247,0.049529159,0.135658987,0.074237537,0.09630777,0.052856531,0.084220734,0.181478948,0.156737011,0.095191177,0.043976062,0.095905172,0.137776101,0.145782933,0.051234996,0.178018542,0.088725349,0.090701487,-0.00507998,0.139766149,0.087910924,0.017713971,0.136455486,0.153453047,0.165461965,0.172845639,0.065651466,0.068370252,0.118566483,0.1062041,0.080563285,0.009436533,0.079316617,0.139972545,0.148649372
42,NCI-H3122,0.056543371,0.212159737,0.016492509,0.093501567,0.037721963,0.107694476,-0.001833985,0.015271162,-0.010026801,0.050082724,0.129977948,0.135488122,0.174451053,0.114211448,0.083071295,0.10252066,0.199647233,0.086955647,0.138809926,0.161845687,0.074284159,-0.153944454,0.137254215,0.124275355,0.095680582,0.165337859,0.096318927,0.137174012,0.084180984,0.15341257,0.095086407,0.042347323,0.142222782,0.020678524,0.024433188,0.062954649,0.038690093,0.183435027
43,NCI-H23,0.211012536,0.085734751,0.044579687,0.084703403,0.106702436,0.141675365,0.145673266,0.180022844,0.119185311,0.153455661,-0.046138169,0.084372208,0.122062692,0.156416959,0.248462217,0.087424152,0.083925356,0.159635985,0.159182107,0.035477476,0.148098739,0.027398699,-0.038804485,0.129763945,0.073714071,0.137440786,0.099677314,0.137235676,0.039928523,0.104816713,0.138736164,0.145973861,0.093503655,0.226335735,0.0961905,0.03917982,0.077763699,0.043668704
44,NCI-H226,0.154049672,0.225043,0.084994482,0.165072233,0.062913722,0.082542668,0.189428924,0.264936079,0.097397547,0.084391539,0.270900999,0.083351508,0.296921208,0.190069345,0.053444258,0.128404241,0.003427523,0.147341334,0.203343847,0.134385481,0.103714321,0.27869742,0.067280424,0.17130781,0.034322036,0.171324871,0.171072841,0.261171358,-0.078463002,0.167837472,0.015449832,0.050014437,0.1252802,0.020025658,0.108407054,0.187047446,0.16004233,0.135240464
45,COLO-792,0.160151376,0.09909717,0.101506151,0.105492811,0.105617845,0.074447504,0.171117676,0.208169263,0.128849316,0.115711283,0.136087463,0.178554228,0.183633792,0.186525696,0.106460046,0.172002186,0.036428048,0.089281867,0.132699285,0.208458237,0.10280442,0.332245819,0.151803621,0.12057057,0.073062066,0.133591271,0.105458511,0.179659062,0.13394159,0.125596816,0.035256135,0.081919567,0.109761205,-0.027614796,0.182936733,0.156470208,0.183943234,0.079865036
46,COLO-684,0.135744682,0.159599948,-0.068985951,-0.053731866,0.142879252,0.140729496,0.34195213,0.096008914,0.073354524,0.292420688,0.13024092,0.024712452,-0.025039352,0.156065061,0.276631414,0.126943719,0.228941659,-0.059175889,0.065891585,0.102757436,-0.128058456,0.32186065,0.078708774,0.025771136,-0.008191497,0.052392851,0.065152666,-0.009876211,0.150725033,0.129173166,0.194775066,0.23705352,0.093505066,0.047280842,-0.087774722,0.233686308,0.141708785,0.11202496
47,COLO-668,0.075819434,0.042616785,0.025494645,0.005439475,0.045089094,0.072150385,-0.043729762,0.081424054,0.027213607,0.086966511,-0.031272295,0.026626552,-0.016758101,0.020870349,0.084698534,0.095740891,0.185596784,-0.018149991,0.021614343,0.084043234,0.028150398,0.059804765,0.100957079,-0.027775738,-0.075143058,0.026081797,0.049523707,-0.014831242,0.035870133,0.076249133,0.05622871,0.100594967,0.071724084,0.083174955,-0.081961503,0.128851426,0.061542662,0.030529786
48,NCI-H460,0.092413635,-0.039699517,-0.147708137,-0.094694844,0.08574565,0.041540557,0.202942553,0.084693684,0.056025325,0.03856229,-0.038148758,0.092654607,0.042461434,0.204004998,0.058873784,0.043668151,0.068726175,0.025382065,0.028404347,0.047141953,-0.025928417,0.404023895,-0.004056116,0.084300613,0.064351439,0.001498624,-0.034453084,0.001720054,-0.00909346,0.107038792,0.080671521,0.063993075,-0.0427427,0.058729938,-0.066432732,0.269206873,0.032845703,0.009487742
49,MOLT-4,0.060321704,-0.05272749,0.208922826,0.11659812,-0.047287805,-0.021260714,-0.075991139,0.2334109,0.124245891,0.068254161,0.144268924,-0.025432006,-0.076969779,0.035785578,0.094607628,0.114382462,-0.034748835,0.073984627,0.010881016,-0.022685398,0.199012922,0.031651887,0.04447125,-0.022491923,-0.195171199,0.010299737,0.024555732,0.024875543,0.021844629,0.004662826,0.008853074,-0.044669754,0.028910366,0.00947189,0.190748445,0.130911025,0.228485286,0.054186608
50,MDA-MB-231,0.160515389,0.169573702,0.139057133,0.183390836,0.070517202,0.094809638,0.00862185,0.251895546,0.089509686,0.048099304,0.243009464,0.146216811,0.287392183,0.169006215,0.031855678,0.129152301,0.001473092,0.125099877,0.184417461,0.164662317,0.151457037,0.127854521,0.07958274,0.18040884,0.021632774,0.174911368,0.16343926,0.223756692,0.088780583,0.21630198,0.046782606,0.047782379,0.076623727,-0.108362772,0.165142087,0.139976499,0.160911484,0.117470108
51,MCF7,0.030257629,0.06506216,0.039916249,0.021786144,0.024524197,0.049824728,0.146393613,0.083714346,0.039657791,0.042525698,0.10973185,0.279188096,-0.027131766,0.106272988,0.11085705,0.123826491,0.029372849,-0.025487939,0.036589561,0.090246891,-0.031920201,0.475372226,0.04517288,0.042321089,-0.077504083,0.021991635,0.034932738,0.043280926,0.146042768,0.048414533,0.066377527,0.051986269,0.032194864,-0.038980236,-0.019898377,0.266526432,0.121527346,-0.000678015
52,LOXIMVI,0.154584507,0.120365731,0.052877929,0.210975953,0.003305484,0.063669264,0.239042038,0.194451467,0.084144944,0.068897467,0.132685326,0.153272836,0.181103278,0.134268356,0.113225526,0.145846761,0.078481559,0.137120639,0.196801646,0.057682319,0.071239275,0.29179806,0.132699405,0.129066662,-0.027889309,0.119899179,0.1119783,0.182003854,0.007946731,0.150459183,0.030751837,0.035138612,0.098412299,-0.066301494,0.118558608,0.239129805,0.138356238,0.076041013
53,KM12,-0.071161574,-0.088547959,-0.161123461,-0.134929747,-0.015067973,-0.009312029,0.163907564,0.042636125,-0.084921946,-0.010720804,-0.037775751,-0.025012355,-0.103407763,-0.072645847,-0.084535241,-0.012932625,0.035340394,-0.046315023,-0.008523493,0.001846751,-0.077580182,0.429465962,-0.054067548,-0.006724605,-0.041273971,-0.041331068,-0.003497532,-0.081143636,-0.066046786,-0.083589705,0.034129159,0.023845469,-0.044888341,0.121762286,-0.162571936,0.291636463,-0.01368779,-0.044625674
54,IGROV-1,0.140861836,0.269620509,-0.026934214,0.030008995,0.055736838,0.090055801,0.127960907,0.141513185,0.033166662,0.0578118,0.056883184,0.090419691,0.21095617,0.183877433,0.094036511,0.149056854,0.053879509,0.030506658,0.142102848,0.226207291,0.02864055,0.063135694,0.064472905,0.161091541,0.198403922,0.224110187,0.072786273,0.20511114,0.059252532,0.099507291,0.101238527,0.030682853,0.205546627,0.010968868,-0.074417825,0.107587236,0.140073523,0.119700407
55,NB7,-0.002417471,0.211783627,-0.137076296,-0.152661654,0.018715372,-0.010513692,0.029161679,0.022062024,-0.096030724,-0.018339244,0.145223758,-0.074505638,0.110308546,0.079963165,0.040687253,0.038574652,0.085346283,-0.106331232,0.099101308,0.154306273,-0.143579305,0.057279707,0.008810101,0.07408889,0.149909858,0.107059957,0.055452626,0.061034694,-0.043738536,0.02824585,0.028530678,-0.084875089,0.230014425,0.03807242,-0.178608316,0.120317633,0.1106311,0.307416407
